../Instances/CVRP/X-n101-k25.vrp;1;28270;0.003651
../Instances/CVRP/X-n101-k25.vrp;1;27816;0.01699
../Instances/CVRP/X-n101-k25.vrp;1;27802;0.109338
../Instances/CVRP/X-n101-k25.vrp;1;27733;0.187039
../Instances/CVRP/X-n101-k25.vrp;1;27697;0.265149
../Instances/CVRP/X-n101-k25.vrp;1;27633;0.360322
../Instances/CVRP/X-n101-k25.vrp;1;27597;0.47269
../Instances/CVRP/X-n101-k25.vrp;1;27595;0.867965
../Instances/CVRP/X-n101-k25.vrp;1;27591;0.969835
